 0.389977  -0.385090  -0.087186  -0.095635  -0.023445   0.000000  -0.000000   0.000000  -0.000000  -0.026938  0.027893  -0.012122  -0.000000  -0.000000  -0.007593  -0.000000   0.000000   0.018799   0.000000  -0.000000 -0.022795   0.000000  -0.000000   0.044414   0.070129  -0.070988   0.006487   0.000000   0.000000  -0.000000   0.000000   0.000000  -0.000000  -0.000000   0.000000   0.013387   0.000273   0.000000   0.000000   0.000000  -0.000000  -0.004209  -0.136287  -0.137191  -1.697196 -1.698212           
 0.333553  -0.329381  -0.141801  -0.157742  -0.039916   0.000000  -0.000000   0.000000  -0.000000  -0.045975  0.051094  -0.021251  -0.000000  -0.000000  -0.014902  -0.000000   0.000000   0.037513   0.000000  -0.000000 -0.037272   0.000000  -0.000000   0.063143   0.098181  -0.093312   0.026911   0.000000   0.000000  -0.000000   0.000000   0.000000  -0.000000  -0.000000   0.000000   0.020478  -0.007223   0.000000   0.000000   0.000000  -0.000000  -0.022880  -0.512841  -0.512218   1.967873  1.971612
 0.000000  -0.000000  -0.000000  -0.000000  -0.000000  -0.000000   0.223029  -0.000000  -0.246796   0.000000 -0.000000  -0.000000   0.000000  -0.094997   0.000000  -0.000000  -0.078564   0.000000   0.000000  -0.200367  0.000000   0.000000  -0.178151  -0.000000  -0.000000   0.000000  -0.000000  -0.000000   0.005649  -0.000000   0.000000   0.000000   0.000000  -0.000000  -0.040891  -0.000000   0.000000  -0.000000  -0.888218   0.000000  -0.889542  -0.000000   0.000000   0.000000   0.000000 -0.000000
 0.000000  -0.000000  -0.000000  -0.000000  -0.000000   0.223029   0.000000  -0.246796   0.000000   0.000000 -0.000000  -0.000000  -0.094997  -0.000000   0.000000   0.078564  -0.000000   0.000000  -0.200367  -0.000000  0.000000  -0.178150  -0.000000  -0.000000  -0.000000   0.000000  -0.000000   0.005649   0.000000  -0.000000   0.000000   0.000000   0.000000  -0.040891   0.000000  -0.000000   0.000000  -0.888221   0.000000  -0.889539  -0.000000  -0.000000   0.000000   0.000000   0.000000 -0.000000
 0.000655  -0.000615   0.041062  -0.023098  -0.216376   0.000000  -0.000000   0.000000  -0.000000   0.256253  0.034004  -0.100202  -0.000000  -0.000000   0.054750  -0.000000   0.000000   0.005288   0.000000  -0.000000 -0.156052   0.000000  -0.000000   0.144152  -0.127747   0.008085  -0.155119   0.000000   0.000000  -0.000000  -0.000000   0.000000   0.000000  -0.000000   0.000000   0.115382   0.879861   0.000000   0.000000   0.000000  -0.000000  -0.889412  -0.010012   0.047671  -0.002074 -0.003376
 0.014275  -0.014016   0.423786   0.482359   0.130368   0.000000  -0.000000   0.000000  -0.000000   0.156205 -0.138414   0.074531  -0.000000  -0.000000   0.027459  -0.000000   0.000000  -0.063304   0.000000  -0.000000  0.164434   0.000000  -0.000000  -0.567548  -0.887229   1.165423  -0.049190   0.000000   0.000000  -0.000000  -0.000000   0.000000   0.000000  -0.000000   0.000000  -0.341524  -0.027595   0.000000   0.000000   0.000000  -0.000000   0.056174   2.011323   1.929035  -0.816623 -0.804868
 0.000000  -0.000000  -0.000000  -0.000000  -0.000000  -0.000000   0.318398  -0.000000  -0.351918   0.000000 -0.000000  -0.000000   0.000000  -0.099504   0.000000  -0.000000  -0.074535   0.000000   0.000000  -0.559186  0.000000   0.000000  -0.562159  -0.000000  -0.000000   0.000000  -0.000000  -0.000000   0.036839  -0.000000   0.000000   0.000000   0.000000  -0.000000  -0.026280  -0.000000   0.000000   0.000000   1.064212  -0.000000   1.077616  -0.000000   0.000000   0.000000   0.000000 -0.000000
 0.000000  -0.000000  -0.000000  -0.000000  -0.000000   0.318398   0.000000  -0.351918   0.000000   0.000000 -0.000000  -0.000000  -0.099504  -0.000000   0.000000   0.074535  -0.000000   0.000000  -0.559186  -0.000000  0.000000  -0.562159  -0.000000  -0.000000  -0.000000   0.000000  -0.000000   0.036839   0.000000  -0.000000   0.000000   0.000000   0.000000  -0.026280   0.000000  -0.000000   0.000000   1.064215  -0.000000   1.077613   0.000000  -0.000000   0.000000   0.000000   0.000000 -0.000000
-0.000285   0.000238   0.071999  -0.031288  -0.325527   0.000000  -0.000000   0.000000  -0.000000   0.370017  0.029937  -0.113564  -0.000000  -0.000000   0.048716  -0.000000   0.000000   0.002722   0.000000  -0.000000 -0.510334   0.000000  -0.000000   0.503741  -0.411311   0.083076   0.103989   0.000000   0.000000  -0.000000   0.000000   0.000000  -0.000000  -0.000000   0.000000  -0.218313  -1.118107   0.000000   0.000000   0.000000  -0.000000   1.046945  -0.038737  -0.064893   0.014936  0.006372
-0.000000  -0.000326   0.305304   0.399893   0.115403   0.000000  -0.000000   0.000000  -0.000000   0.243784 -0.671181   0.143909  -0.000000  -0.000000   0.401890  -0.000000   0.000000  -1.036501   0.000000  -0.000000  0.372572   0.000000  -0.000000   1.143563   1.390635  -3.097952  -0.216476   0.000000   0.000000  -0.000000   0.000000   0.000000  -0.000000  -0.000000   0.000000   1.077208   0.028287   0.000000   0.000000   0.000000  -0.000000  -0.022061   0.827721   1.386709  -0.208921 -0.350057
