-0.1907248E+00 -0.2730857E+00 -0.1480645E+00 -0.1213929E-09  0.6519258E-11
-0.1769228E-01 -0.1902075E+00 -0.2731301E+00 -0.1477893E+00  0.1246560E-09
-0.7519041E-11  0.1746598E-01
 0.9367082E-01  0.1003522E+00  0.1985294E+01  0.1193777E-09 -0.2377596E-11
-0.5379316E-01 -0.9342493E-01 -0.1003765E+00 -0.1985578E+01  0.5707799E-10
-0.7315417E-11 -0.5380501E-01
-0.8257781E-01 -0.6766767E+00  0.8283725E+00 -0.3862340E-10  0.3470599E-11
-0.1208984E-01 -0.8227728E-01 -0.6764031E+00  0.8269028E+00  0.3537730E-10
-0.2252424E-11  0.1191024E-01
-0.1328052E+00 -0.1874060E+01  0.2533691E+01 -0.2669731E-09  0.8699790E-11
-0.1276815E+00  0.1323640E+00  0.1874908E+01 -0.2534173E+01 -0.1617231E-09
 0.1630409E-10 -0.1276715E+00
-0.2476520E-10 -0.2312472E-09  0.2222751E-09  0.2644977E+00  0.5176383E+00
-0.7278264E-10  0.3738774E-10  0.2964498E-09 -0.2642537E-09  0.2645308E+00
 0.5177031E+00  0.5413791E-10
 0.4607229E-10  0.5700478E-09 -0.5345377E-09 -0.5176383E+00  0.2644977E+00
 0.1300440E-09 -0.8693885E-10 -0.6543561E-09  0.5907828E-09 -0.5177031E+00
 0.2645308E+00 -0.8167830E-10
-0.3174501E+00  0.7429520E+00 -0.3810819E+00  0.6656285E-09 -0.4570405E-10
-0.5979565E+00 -0.3155717E+00  0.7370803E+00 -0.3776394E+00 -0.8531143E-09
 0.2998497E-10  0.5991614E+00
 0.1341118E-09 -0.7887476E-09  0.3817619E-09  0.4249897E+00  0.8832050E+00
-0.3646001E-10  0.2492739E-10  0.3084816E-09 -0.1484591E-09 -0.4249710E+00
-0.8831662E+00 -0.3988700E-09
-0.3241125E-09  0.1745214E-08 -0.8459660E-09 -0.8832050E+00  0.4249897E+00
 0.3316594E-10 -0.6046757E-10 -0.5925317E-09  0.2856059E-09  0.8831662E+00
-0.4249710E+00  0.8902700E-09
-0.6173326E+00  0.3485746E+01 -0.1690324E+01  0.3053440E-09 -0.7447009E-11
 0.1337517E+01  0.6131479E+00 -0.3482509E+01  0.1689325E+01 -0.3200019E-09
 0.6383791E-11  0.1334583E+01
 0.1090191E+01 -0.9897539E+00  0.3586728E+00 -0.2830973E-10  0.6251630E-12
-0.3971330E+00  0.1089132E+01 -0.1010915E+01  0.3665826E+00 -0.4844082E-10
-0.1344429E-11  0.4098678E+00
 0.1086067E+01  0.1801048E+01 -0.2786774E+00  0.4127836E-10  0.2808454E-11
 0.1924616E+01 -0.1090228E+01 -0.1797178E+01  0.2772288E+00 -0.3871327E-10
-0.2307571E-11  0.1923612E+01                                              
