  0.5639500E+00  0.4668220E+00 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00
  0.2425000E-02 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00  0.6900000E-04
 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00  0.2300000E-04 -0.6350000E-03
 -0.6350000E-03 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00  0.5340000E-03
 -0.2030000E-03 -0.2030000E-03 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00
 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00
 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00
 -0.1232970E+00 -0.2037430E+00 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00
  0.6080960E+00 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00  0.4542150E+00
 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00  0.6062000E-02  0.4315000E-02
  0.4315000E-02 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00  0.3073200E-01
  0.1866700E-01  0.1866700E-01 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00
 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00
 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.2875430E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.4236590E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.4833310E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
 -0.3259000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1156600E-01  0.0000000E+00  0.1156600E-01  0.0000000E+00  0.0000000E+00
 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00  0.1642650E+00  0.1626870E+00
 -0.0000000E+00 -0.0000000E+00  0.1714460E+00  0.1698000E+00 -0.0000000E+00
 -0.0000000E+00  0.4831320E+00  0.4784930E+00 -0.0000000E+00 -0.0000000E+00
 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00
 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00
 -0.0000000E+00  0.2474400E-01  0.2450600E-01  0.2860000E-02  0.2832000E-02
 -0.0000000E+00  0.1095900E-01 -0.0000000E+00  0.1106600E-01 -0.0000000E+00
 -0.0000000E+00 -0.0000000E+00 -0.0000000E+00 -0.1626870E+00  0.1642650E+00
 -0.0000000E+00 -0.0000000E+00 -0.1698000E+00  0.1714460E+00 -0.0000000E+00
 -0.0000000E+00 -0.4784930E+00  0.4831320E+00 -0.0000000E+00 -0.0000000E+00
