 0.600549  -0.165785   0.000000  -0.000000  -0.000000 -0.077153   0.000000   0.000000  -0.000000   0.071894  0.000000  -0.000000   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000   0.000000   0.000000   0.000000  -0.180235  -1.913141    
 0.434740  -0.284671   0.000000  -0.000000  -0.000000 -0.138887   0.000000   0.000000  -0.000000   0.122635  0.000000  -0.000000   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000   0.000000   0.000000   0.000000  -0.625538   2.589181
-0.000000  -0.000000  -0.000000   0.000000   0.554872 -0.000000   0.000000  -0.000000  -0.306762  -0.000000  0.000000  -0.000000  -0.257102   0.000000   0.000000  -0.000000   0.000000  -0.000000  -0.000000  -0.000000  -1.265324  -0.000000  -0.000000
-0.000000  -0.000000  -0.000000   0.554872  -0.000000 -0.000000   0.000000  -0.306763   0.000000  -0.000000  0.000000  -0.257102   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000   0.000000  -1.265324   0.000000  -0.000000  -0.000000
-0.000000  -0.000000   0.554872   0.000000   0.000000 -0.000000  -0.306763  -0.000000  -0.000000  -0.000000 -0.257102  -0.000000  -0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000  -1.265324  -0.000000   0.000000  -0.000000  -0.000000
 0.019983   1.301325   0.000000  -0.000000  -0.000000  1.214679   0.000000   0.000000  -0.000000  -1.643374  0.000000  -0.000000   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000   0.000000   0.000000   0.000000   2.403872  -2.097975
-0.000000  -0.000000  -0.000000   0.000000   0.505269 -0.000000   0.000000  -0.000000  -0.326697  -0.000000  0.000000  -0.000000  -0.357600   0.000000   0.000000  -0.000000   0.000000  -0.000000   0.000000   0.000000   2.072704  -0.000000  -0.000000
-0.000000  -0.000000  -0.000000   0.505269  -0.000000 -0.000000   0.000000  -0.326696   0.000000  -0.000000  0.000000  -0.357600   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000  -0.000000   2.072704  -0.000000  -0.000000  -0.000000
-0.000000  -0.000000   0.505269   0.000000   0.000000 -0.000000  -0.326696  -0.000000  -0.000000  -0.000000 -0.357600  -0.000000  -0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000   2.072704   0.000000  -0.000000  -0.000000  -0.000000
 0.002765   0.056587   0.000000  -0.000000  -0.000000 -0.859558   0.000000   0.000000  -0.000000   3.232164  0.000000  -0.000000   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000   0.000000   0.000000   0.000000   1.975188  -0.410435
-0.000000  -0.000000  -0.000000   0.000000   0.070941 -0.000000  -0.000000   0.000000   0.824321  -0.000000 -0.000000   0.000000   1.652257   0.000000   0.000000  -0.000000   0.000000  -0.000000  -0.000000  -0.000000  -1.587269  -0.000000  -0.000000
-0.000000  -0.000000  -0.000000   0.070941  -0.000000 -0.000000  -0.000000   0.824321  -0.000000  -0.000000 -0.000000   1.652257  -0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000   0.000000  -1.587269   0.000000  -0.000000  -0.000000
-0.000000  -0.000000   0.070941   0.000000   0.000000 -0.000000   0.824321   0.000000   0.000000  -0.000000  1.652257   0.000000   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000  -1.587269  -0.000000   0.000000  -0.000000  -0.000000
-0.001155   0.009035   0.000000  -0.000000  -0.000000 -0.631845   0.000000   0.000000  -0.000000  -2.113683  0.000000  -0.000000   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000   0.000000   0.000000   0.000000  -0.738533   0.162159
